Date	Temp	Precip	Humidity	Trap	Trap.Height	Height	FPD	MPD	P.downsi	Moths	Diptera	P. versicolor	TrapID	Bait	WoY	Study.week	OLRE
02/11/2016	17.22222222	0.1	87	E	11.1-13m	12	0	0	0	0	0	0	20	YEAST	45	45	1156
02/11/2016	17.22222222	0.1	87	E	11.1-13m	12.4	0	0	0	0	0	0	30	YEAST	45	45	1161
02/11/2016	17.22222222	0.1	87	E	11.1-13m	11.5	0	0	0	0	0	0	40	YEAST	45	45	1166
02/11/2016	17.22222222	0.1	87	E	11.1-13m	11.9	0	0	0	0	0	0	50	YEAST	45	45	1171
02/11/2016	17.22222222	0.1	87	E	11.1-13m	12.5	0	0	0	0	0	0	60	YEAST	45	45	1176
02/11/2016	17.22222222	0.1	87	E	11.1-13m	12.5	0	0	0	0	0	0	80	YEAST	45	45	1182
02/11/2016	17.22222222	0.1	87	E	11.1-13m	12.7	0	0	0	0	0	0	90	YEAST	45	45	1187
02/11/2016	17.22222222	0.1	87	E	11.1-13m	13	0	0	0	0	0	0	100	YEAST	45	45	1192
02/11/2016	17.22222222	0.1	87	E	11.1-13m	11.6	0	0	0	0	0	0	120	YEAST	45	45	1198
02/11/2016	17.22222222	0.1	87	E	11.1-13m	12.9	0	0	0	0	0	0	140	YEAST	45	45	1204
02/11/2016	17.22222222	0.1	87	E	11.1-13m	11.1	0	0	0	0	0	0	150	YEAST	45	45	1208
02/11/2016	17.22222222	0.1	87	D	9.1-11.5m	10	0	0	0	3	0	0	21	YEAST	45	45	1155
02/11/2016	17.22222222	0.1	87	D	9.1-11.5m	10.4	0	0	0	1	0	0	31	YEAST	45	45	1160
02/11/2016	17.22222222	0.1	87	D	9.1-11.5m	9.9	0	0	0	0	0	0	51	YEAST	45	45	1170
02/11/2016	17.22222222	0.1	87	D	9.1-11.5m	10.5	0	0	0	0	0	0	61	YEAST	45	45	1175
02/11/2016	17.22222222	0.1	87	D	9.1-11.5m	10.5	0	0	0	1	0	0	81	YEAST	45	45	1181
02/11/2016	17.22222222	0.1	87	D	9.1-11.5m	11.5	0	0	0	0	0	0	101	YEAST	45	45	1191
02/11/2016	17.22222222	0.1	87	D	9.1-11.5m	9.6	0	0	0	0	0	0	121	YEAST	45	45	1197
02/11/2016	17.22222222	0.1	87	D	9.1-11.5m	9.1	0	0	0	3	0	0	151	YEAST	45	45	1207
02/11/2016	17.22222222	0.1	87	D	9.1-11.5m	9.5	0	0	0	0	1	0	41	YEAST	45	45	1165
02/11/2016	17.22222222	0.1	87	D	9.1-11.5m	10.7	0	0	0	0	1	0	91	YEAST	45	45	1186
02/11/2016	17.22222222	0.1	87	D	9.1-11.5m	10.6	0	0	0	0	6	0	131	YEAST	45	45	1202
02/11/2016	17.22222222	0.1	87	C	7.1-9.5m	8.2	0	0	0	1	0	0	12	YEAST	45	45	1151
02/11/2016	17.22222222	0.1	87	C	7.1-9.5m	8.5	0	0	0	2	0	0	62	YEAST	45	45	1174
02/11/2016	17.22222222	0.1	87	C	7.1-9.5m	8.7	0	0	0	2	0	0	92	YEAST	45	45	1185
02/11/2016	17.22222222	0.1	87	C	7.1-9.5m	7.6	0	0	0	11	0	0	122	YEAST	45	45	1196
02/11/2016	17.22222222	0.1	87	C	7.1-9.5m	7.1	0	0	0	0	0	0	152	YEAST	45	45	1206
02/11/2016	17.22222222	0.1	87	C	7.1-9.5m	7.5	0	0	0	1	1	1	42	YEAST	45	45	1164
02/11/2016	17.22222222	0.1	87	C	7.1-9.5m	7.9	0	0	0	0	1	0	52	YEAST	45	45	1169
02/11/2016	17.22222222	0.1	87	C	7.1-9.5m	9.5	0	0	0	0	1	0	102	YEAST	45	45	1190
02/11/2016	17.22222222	0.1	87	C	7.1-9.5m	8	0	0	0	6	3	0	22	YEAST	45	45	1154
02/11/2016	17.22222222	0.1	87	C	7.1-9.5m	8.5	0	0	0	4	3	0	82	YEAST	45	45	1180
02/11/2016	17.22222222	0.1	87	C	7.1-9.5m	8.6	0	0	0	1	4	0	132	YEAST	45	45	1201
02/11/2016	17.22222222	0.1	87	C	7.1-9.5m	8.4	0	0	0	3	5	0	32	YEAST	45	45	1159
02/11/2016	17.22222222	0.1	87	B	5.1-7.5m	6	0	0	0	8	0	0	23	YEAST	45	45	1153
02/11/2016	17.22222222	0.1	87	B	5.1-7.5m	5.9	0	0	0	4	0	1	53	YEAST	45	45	1168
02/11/2016	17.22222222	0.1	87	B	5.1-7.5m	6.5	0	0	0	2	0	0	83	YEAST	45	45	1179
02/11/2016	17.22222222	0.1	87	B	5.1-7.5m	6.6	0	0	0	4	0	0	133	YEAST	45	45	1200
02/11/2016	17.22222222	0.1	87	B	5.1-7.5m	6.2	0	0	0	4	1	0	13	YEAST	45	45	1150
02/11/2016	17.22222222	0.1	87	B	5.1-7.5m	5.6	0	0	0	6	2	0	123	YEAST	45	45	1195
02/11/2016	17.22222222	0.1	87	B	5.1-7.5m	6.4	0	0	0	7	3	0	33	YEAST	45	45	1158
02/11/2016	17.22222222	0.1	87	B	5.1-7.5m	7.5	0	0	0	4	3	0	103	YEAST	45	45	1189
02/11/2016	17.22222222	0.1	87	B	5.1-7.5m	5.5	0	0	0	6	6	0	43	YEAST	45	45	1163
02/11/2016	17.22222222	0.1	87	B	5.1-7.5m	6.5	0	0	0	8	6	0	63	YEAST	45	45	1173
02/11/2016	17.22222222	0.1	87	B	5.1-7.5m	6.7	0	0	0	4	6	0	93	YEAST	45	45	1184
02/11/2016	17.22222222	0.1	87	A	3.1-5.5m	4.2	0	0	0	1	0	0	74	YEAST	45	45	1177
02/11/2016	17.22222222	0.1	87	A	3.1-5.5m	4.9	0	0	0	2	0	2	144	YEAST	45	45	1203
02/11/2016	17.22222222	0.1	87	A	3.1-5.5m	4.6	0	0	0	0	1	0	134	YEAST	45	45	1199
02/11/2016	17.22222222	0.1	87	A	3.1-5.5m	4.2	1	0	1	2	2	3	14	YEAST	45	45	1149
02/11/2016	17.22222222	0.1	87	A	3.1-5.5m	3.5	0	0	0	0	2	0	44	YEAST	45	45	1162
02/11/2016	17.22222222	0.1	87	A	3.1-5.5m	3.9	0	0	0	3	2	0	54	YEAST	45	45	1167
02/11/2016	17.22222222	0.1	87	A	3.1-5.5m	3.6	0	0	0	0	2	2	114	YEAST	45	45	1193
02/11/2016	17.22222222	0.1	87	A	3.1-5.5m	3.1	0	0	0	1	2	0	154	YEAST	45	45	1205
02/11/2016	17.22222222	0.1	87	A	3.1-5.5m	4.5	0	0	0	4	3	0	64	YEAST	45	45	1172
02/11/2016	17.22222222	0.1	87	A	3.1-5.5m	4.7	0	0	0	3	3	0	94	YEAST	45	45	1183
02/11/2016	17.22222222	0.1	87	A	3.1-5.5m	5.5	0	0	0	2	4	0	104	YEAST	45	45	1188
02/11/2016	17.22222222	0.1	87	A	3.1-5.5m	4.5	0	0	0	0	6	2	84	YEAST	45	45	1178
02/11/2016	17.22222222	0.1	87	A	3.1-5.5m	3.6	0	0	0	1	6	0	124	YEAST	45	45	1194
02/11/2016	17.22222222	0.1	87	A	3.1-5.5m	4.4	0	0	0	8	8	3	34	YEAST	45	45	1157
01/04/2016	23.60555556	1.9	87.5	D	9.1-11.5m	10	0	0	0	4	0	5	21	YEAST	14	14	5
01/04/2016	23.60555556	1.9	87.5	D	9.1-11.5m	10.4	0	0	0	3	0	2	31	YEAST	14	14	9
01/04/2016	23.60555556	1.9	87.5	D	9.1-11.5m	9.5	0	0	0	3	0	3	41	YEAST	14	14	13
01/04/2016	23.60555556	1.9	87.5	D	9.1-11.5m	9.9	0	0	0	0	0	1	51	YEAST	14	14	17
01/04/2016	23.60555556	1.9	87.5	D	9.1-11.5m	10.5	0	0	0	4	0	11	81	YEAST	14	14	29
01/04/2016	23.60555556	1.9	87.5	D	9.1-11.5m	10.7	0	0	0	3	0	2	91	YEAST	14	14	33
01/04/2016	23.60555556	1.9	87.5	D	9.1-11.5m	9.6	0	0	0	1	0	10	111	YEAST	14	14	41
01/04/2016	23.60555556	1.9	87.5	D	9.1-11.5m	10.6	1	0	1	0	0	5	131	YEAST	14	14	49
01/04/2016	23.60555556	1.9	87.5	D	9.1-11.5m	10.5	0	0	0	15	1	7	61	YEAST	14	14	21
01/04/2016	23.60555556	1.9	87.5	D	9.1-11.5m	11.5	0	0	0	0	1	1	101	YEAST	14	14	37
01/04/2016	23.60555556	1.9	87.5	D	9.1-11.5m	9.6	0	0	0	2	1	3	121	YEAST	14	14	45
01/04/2016	23.60555556	1.9	87.5	D	9.1-11.5m	10.2	0	0	0	14	3	29	11	YEAST	14	14	1
01/04/2016	23.60555556	1.9	87.5	D	9.1-11.5m	10.2	0	0	0	1	3	5	71	YEAST	14	14	25
01/04/2016	23.60555556	1.9	87.5	D	9.1-11.5m	10.9	0	0	0	4	4	7	141	YEAST	14	14	53
01/04/2016	23.60555556	1.9	87.5	D	9.1-11.5m	9.1	0	0	0	3	10	13	151	YEAST	14	14	57
01/04/2016	23.60555556	1.9	87.5	C	7.1-9.5m	9.5	0	0	0	1	2	8	102	YEAST	14	14	38
01/04/2016	23.60555556	1.9	87.5	C	7.1-9.5m	8.7	0	0	0	4	3	12	92	YEAST	14	14	34
01/04/2016	23.60555556	1.9	87.5	C	7.1-9.5m	8.5	0	2	2	17	7	11	62	YEAST	14	14	22
01/04/2016	23.60555556	1.9	87.5	C	7.1-9.5m	7.6	0	0	0	26	7	22	112	YEAST	14	14	42
01/04/2016	23.60555556	1.9	87.5	C	7.1-9.5m	7.5	0	0	0	30	8	21	42	YEAST	14	14	14
01/04/2016	23.60555556	1.9	87.5	C	7.1-9.5m	7.9	0	1	1	7	8	14	52	YEAST	14	14	18
01/04/2016	23.60555556	1.9	87.5	C	7.1-9.5m	8.5	0	1	1	24	12	24	82	YEAST	14	14	30
01/04/2016	23.60555556	1.9	87.5	C	7.1-9.5m	7.6	0	0	0	7	12	34	122	YEAST	14	14	46
01/04/2016	23.60555556	1.9	87.5	C	7.1-9.5m	8.2	0	0	0	2	14	8	72	YEAST	14	14	26
01/04/2016	23.60555556	1.9	87.5	C	7.1-9.5m	8.9	0	0	0	2	14	12	142	YEAST	14	14	54
01/04/2016	23.60555556	1.9	87.5	C	7.1-9.5m	8.6	0	0	0	7	16	14	132	YEAST	14	14	50
01/04/2016	23.60555556	1.9	87.5	C	7.1-9.5m	7.1	0	0	0	4	16	17	152	YEAST	14	14	58
01/04/2016	23.60555556	1.9	87.5	C	7.1-9.5m	8.4	0	0	0	14	17	17	32	YEAST	14	14	10
01/04/2016	23.60555556	1.9	87.5	C	7.1-9.5m	8	0	0	0	4	21	6	22	YEAST	14	14	6
01/04/2016	23.60555556	1.9	87.5	C	7.1-9.5m	8.2	0	0	0	5	35	26	12	YEAST	14	14	2
01/04/2016	23.60555556	1.9	87.5	B	5.1-7.5m	6	0	0	0	4	7	1	23	YEAST	14	14	7
01/04/2016	23.60555556	1.9	87.5	B	5.1-7.5m	5.6	0	0	0	8	8	4	123	YEAST	14	14	47
01/04/2016	23.60555556	1.9	87.5	B	5.1-7.5m	6.6	0	1	1	4	9	19	133	YEAST	14	14	51
01/04/2016	23.60555556	1.9	87.5	B	5.1-7.5m	6.7	0	1	1	1	10	2	93	YEAST	14	14	35
01/04/2016	23.60555556	1.9	87.5	B	5.1-7.5m	6.5	0	0	0	3	12	7	83	YEAST	14	14	31
01/04/2016	23.60555556	1.9	87.5	B	5.1-7.5m	6.9	1	0	1	2	13	2	143	YEAST	14	14	55
01/04/2016	23.60555556	1.9	87.5	B	5.1-7.5m	5.9	1	3	4	5	14	3	53	YEAST	14	14	19
01/04/2016	23.60555556	1.9	87.5	B	5.1-7.5m	7.5	0	0	0	3	14	3	103	YEAST	14	14	39
01/04/2016	23.60555556	1.9	87.5	B	5.1-7.5m	5.1	1	0	1	2	15	2	153	YEAST	14	14	59
01/04/2016	23.60555556	1.9	87.5	B	5.1-7.5m	5.5	0	1	1	2	17	3	43	YEAST	14	14	15
01/04/2016	23.60555556	1.9	87.5	B	5.1-7.5m	6.5	1	2	3	6	18	3	63	YEAST	14	14	23
01/04/2016	23.60555556	1.9	87.5	B	5.1-7.5m	6.4	0	0	0	5	19	1	33	YEAST	14	14	11
01/04/2016	23.60555556	1.9	87.5	B	5.1-7.5m	5.6	0	3	3	1	20	3	113	YEAST	14	14	43
01/04/2016	23.60555556	1.9	87.5	B	5.1-7.5m	6.2	1	0	1	2	25	6	73	YEAST	14	14	27
01/04/2016	23.60555556	1.9	87.5	B	5.1-7.5m	6.2	0	0	0	4	32	5	13	YEAST	14	14	3
01/04/2016	23.60555556	1.9	87.5	A	3.1-5.5m	4.7	1	0	1	1	3	6	94	YEAST	14	14	36
01/04/2016	23.60555556	1.9	87.5	A	3.1-5.5m	4	0	0	0	1	4	0	24	YEAST	14	14	8
01/04/2016	23.60555556	1.9	87.5	A	3.1-5.5m	4.9	1	0	1	2	7	0	144	YEAST	14	14	56
01/04/2016	23.60555556	1.9	87.5	A	3.1-5.5m	4.2	0	0	0	3	9	1	14	YEAST	14	14	4
01/04/2016	23.60555556	1.9	87.5	A	3.1-5.5m	3.6	0	0	0	0	9	2	124	YEAST	14	14	48
01/04/2016	23.60555556	1.9	87.5	A	3.1-5.5m	3.6	0	1	1	1	10	3	114	YEAST	14	14	44
01/04/2016	23.60555556	1.9	87.5	A	3.1-5.5m	4.4	0	1	1	1	11	1	34	YEAST	14	14	12
01/04/2016	23.60555556	1.9	87.5	A	3.1-5.5m	3.9	0	1	1	8	12	2	54	YEAST	14	14	20
01/04/2016	23.60555556	1.9	87.5	A	3.1-5.5m	4.2	0	0	0	6	12	3	74	YEAST	14	14	28
01/04/2016	23.60555556	1.9	87.5	A	3.1-5.5m	4.5	0	0	0	2	12	9	84	YEAST	14	14	32
01/04/2016	23.60555556	1.9	87.5	A	3.1-5.5m	5.5	0	2	2	6	14	7	104	YEAST	14	14	40
01/04/2016	23.60555556	1.9	87.5	A	3.1-5.5m	4.6	0	0	0	2	14	2	134	YEAST	14	14	52
01/04/2016	23.60555556	1.9	87.5	A	3.1-5.5m	3.5	0	0	0	3	18	2	44	YEAST	14	14	16
01/04/2016	23.60555556	1.9	87.5	A	3.1-5.5m	4.5	0	0	0	3	20	3	64	YEAST	14	14	24
13/03/2018	23.37152778	0	87.82638889	E	11.1-13m	12.2	0	0	0	0	0	1	10	PAPAYA	11	167	2866
13/03/2018	23.37152778	0	87.82638889	E	11.1-13m	12	0	0	0	2	0	0	20	PAPAYA	11	167	2871
13/03/2018	23.37152778	0	87.82638889	E	11.1-13m	12.4	0	0	0	1	0	0	30	PAPAYA	11	167	2876
13/03/2018	23.37152778	0	87.82638889	E	11.1-13m	11.5	0	0	0	5	0	0	40	PAPAYA	11	167	2881
13/03/2018	23.37152778	0	87.82638889	E	11.1-13m	11.9	0	0	0	0	0	0	50	PAPAYA	11	167	2886
13/03/2018	23.37152778	0	87.82638889	E	11.1-13m	12.5	0	0	0	3	0	0	60	PAPAYA	11	167	2891
13/03/2018	23.37152778	0	87.82638889	E	11.1-13m	12.2	0	0	0	3	0	0	70	PAPAYA	11	167	2896
13/03/2018	23.37152778	0	87.82638889	E	11.1-13m	12.5	0	0	0	0	0	0	80	PAPAYA	11	167	2901
13/03/2018	23.37152778	0	87.82638889	E	11.1-13m	12.7	0	0	0	2	0	0	90	PAPAYA	11	167	2906
13/03/2018	23.37152778	0	87.82638889	E	11.1-13m	13	0	0	0	3	0	0	100	PAPAYA	11	167	2911
13/03/2018	23.37152778	0	87.82638889	E	11.1-13m	11.6	0	0	0	2	0	0	120	PAPAYA	11	167	2916
13/03/2018	23.37152778	0	87.82638889	E	11.1-13m	12.6	0	0	0	0	0	0	130	PAPAYA	11	167	2921
13/03/2018	23.37152778	0	87.82638889	E	11.1-13m	12.9	0	0	0	2	0	0	140	PAPAYA	11	167	2926
13/03/2018	23.37152778	0	87.82638889	E	11.1-13m	11.1	0	0	0	6	0	0	150	PAPAYA	11	167	2931
13/03/2018	23.37152778	0	87.82638889	D	9.1-11.5m	10.2	0	0	0	5	0	0	11	PAPAYA	11	167	2865
13/03/2018	23.37152778	0	87.82638889	D	9.1-11.5m	10	0	0	0	0	0	0	21	PAPAYA	11	167	2870
13/03/2018	23.37152778	0	87.82638889	D	9.1-11.5m	10.4	0	0	0	3	0	0	31	PAPAYA	11	167	2875
13/03/2018	23.37152778	0	87.82638889	D	9.1-11.5m	9.5	0	0	0	1	0	0	41	PAPAYA	11	167	2880
13/03/2018	23.37152778	0	87.82638889	D	9.1-11.5m	10.2	0	0	0	1	0	0	71	PAPAYA	11	167	2895
13/03/2018	23.37152778	0	87.82638889	D	9.1-11.5m	10.7	0	0	0	2	0	0	91	PAPAYA	11	167	2905
13/03/2018	23.37152778	0	87.82638889	D	9.1-11.5m	11.5	0	0	0	4	0	0	101	PAPAYA	11	167	2910
13/03/2018	23.37152778	0	87.82638889	D	9.1-11.5m	9.6	0	0	0	1	0	0	121	PAPAYA	11	167	2915
13/03/2018	23.37152778	0	87.82638889	D	9.1-11.5m	10.6	0	0	0	1	0	0	131	PAPAYA	11	167	2920
13/03/2018	23.37152778	0	87.82638889	D	9.1-11.5m	10.9	0	0	0	1	0	0	141	PAPAYA	11	167	2925
13/03/2018	23.37152778	0	87.82638889	D	9.1-11.5m	9.1	0	0	0	1	0	0	151	PAPAYA	11	167	2930
13/03/2018	23.37152778	0	87.82638889	D	9.1-11.5m	9.9	0	0	0	0	1	0	51	PAPAYA	11	167	2885
13/03/2018	23.37152778	0	87.82638889	D	9.1-11.5m	10.5	0	0	0	3	3	0	61	PAPAYA	11	167	2890
13/03/2018	23.37152778	0	87.82638889	D	9.1-11.5m	10.5	0	0	0	3	4	0	81	PAPAYA	11	167	2900
13/03/2018	23.37152778	0	87.82638889	C	7.1-9.5m	8.2	1	0	1	1	0	0	12	PAPAYA	11	167	2864
13/03/2018	23.37152778	0	87.82638889	C	7.1-9.5m	8	0	0	0	0	0	0	22	PAPAYA	11	167	2869
13/03/2018	23.37152778	0	87.82638889	C	7.1-9.5m	7.9	0	0	0	0	0	1	52	PAPAYA	11	167	2884
13/03/2018	23.37152778	0	87.82638889	C	7.1-9.5m	8.7	0	0	0	1	0	0	92	PAPAYA	11	167	2904
13/03/2018	23.37152778	0	87.82638889	C	7.1-9.5m	7.6	0	1	1	0	0	0	122	PAPAYA	11	167	2914
13/03/2018	23.37152778	0	87.82638889	C	7.1-9.5m	7.5	0	0	0	2	1	0	42	PAPAYA	11	167	2879
13/03/2018	23.37152778	0	87.82638889	C	7.1-9.5m	8.5	0	2	2	1	1	0	62	PAPAYA	11	167	2889
13/03/2018	23.37152778	0	87.82638889	C	7.1-9.5m	8.2	0	0	0	0	1	0	72	PAPAYA	11	167	2894
13/03/2018	23.37152778	0	87.82638889	C	7.1-9.5m	8.5	0	0	0	0	1	0	82	PAPAYA	11	167	2899
13/03/2018	23.37152778	0	87.82638889	C	7.1-9.5m	9.5	0	0	0	2	1	0	102	PAPAYA	11	167	2909
13/03/2018	23.37152778	0	87.82638889	C	7.1-9.5m	8.6	0	0	0	2	1	0	132	PAPAYA	11	167	2919
13/03/2018	23.37152778	0	87.82638889	C	7.1-9.5m	8.4	0	1	1	0	2	0	32	PAPAYA	11	167	2874
13/03/2018	23.37152778	0	87.82638889	C	7.1-9.5m	8.9	0	0	0	1	2	0	142	PAPAYA	11	167	2924
13/03/2018	23.37152778	0	87.82638889	C	7.1-9.5m	7.1	0	0	0	1	2	0	152	PAPAYA	11	167	2929
13/03/2018	23.37152778	0	87.82638889	B	5.1-7.5m	6.2	0	0	0	0	0	0	13	PAPAYA	11	167	2863
13/03/2018	23.37152778	0	87.82638889	B	5.1-7.5m	6	0	0	0	1	0	0	23	PAPAYA	11	167	2868
13/03/2018	23.37152778	0	87.82638889	B	5.1-7.5m	5.9	0	0	0	0	0	0	53	PAPAYA	11	167	2883
13/03/2018	23.37152778	0	87.82638889	B	5.1-7.5m	6.5	0	0	0	0	0	0	63	PAPAYA	11	167	2888
13/03/2018	23.37152778	0	87.82638889	B	5.1-7.5m	6.2	0	0	0	3	0	0	73	PAPAYA	11	167	2893
13/03/2018	23.37152778	0	87.82638889	B	5.1-7.5m	6.5	0	0	0	0	0	0	83	PAPAYA	11	167	2898
13/03/2018	23.37152778	0	87.82638889	B	5.1-7.5m	7.5	0	0	0	0	0	0	103	PAPAYA	11	167	2908
13/03/2018	23.37152778	0	87.82638889	B	5.1-7.5m	5.6	0	0	0	1	0	0	123	PAPAYA	11	167	2913
13/03/2018	23.37152778	0	87.82638889	B	5.1-7.5m	6.6	0	1	1	0	0	0	133	PAPAYA	11	167	2918
13/03/2018	23.37152778	0	87.82638889	B	5.1-7.5m	6.9	0	0	0	1	0	0	143	PAPAYA	11	167	2923
13/03/2018	23.37152778	0	87.82638889	B	5.1-7.5m	6.4	0	1	1	0	1	0	33	PAPAYA	11	167	2873
13/03/2018	23.37152778	0	87.82638889	B	5.1-7.5m	5.5	0	0	0	0	1	0	43	PAPAYA	11	167	2878
13/03/2018	23.37152778	0	87.82638889	B	5.1-7.5m	6.7	0	0	0	1	1	0	93	PAPAYA	11	167	2903
13/03/2018	23.37152778	0	87.82638889	B	5.1-7.5m	5.1	0	0	0	1	2	0	153	PAPAYA	11	167	2928
13/03/2018	23.37152778	0	87.82638889	A	3.1-5.5m	4.2	0	0	0	3	0	0	14	PAPAYA	11	167	2862
13/03/2018	23.37152778	0	87.82638889	A	3.1-5.5m	4	0	0	0	0	0	0	24	PAPAYA	11	167	2867
13/03/2018	23.37152778	0	87.82638889	A	3.1-5.5m	4.4	0	0	0	0	0	0	34	PAPAYA	11	167	2872
13/03/2018	23.37152778	0	87.82638889	A	3.1-5.5m	3.5	0	0	0	0	0	0	44	PAPAYA	11	167	2877
13/03/2018	23.37152778	0	87.82638889	A	3.1-5.5m	3.9	0	0	0	0	0	0	54	PAPAYA	11	167	2882
13/03/2018	23.37152778	0	87.82638889	A	3.1-5.5m	4.5	0	0	0	1	0	0	64	PAPAYA	11	167	2887
13/03/2018	23.37152778	0	87.82638889	A	3.1-5.5m	4.2	0	0	0	0	0	0	74	PAPAYA	11	167	2892
13/03/2018	23.37152778	0	87.82638889	A	3.1-5.5m	4.5	0	0	0	0	0	0	84	PAPAYA	11	167	2897
13/03/2018	23.37152778	0	87.82638889	A	3.1-5.5m	4.7	0	0	0	0	0	0	94	PAPAYA	11	167	2902
13/03/2018	23.37152778	0	87.82638889	A	3.1-5.5m	5.5	0	0	0	0	0	0	104	PAPAYA	11	167	2907
13/03/2018	23.37152778	0	87.82638889	A	3.1-5.5m	3.6	0	0	0	0	0	0	124	PAPAYA	11	167	2912
13/03/2018	23.37152778	0	87.82638889	A	3.1-5.5m	4.6	0	0	0	0	0	0	134	PAPAYA	11	167	2917
13/03/2018	23.37152778	0	87.82638889	A	3.1-5.5m	4.9	0	0	0	0	0	0	144	PAPAYA	11	167	2922
13/03/2018	23.37152778	0	87.82638889	A	3.1-5.5m	3.1	0	0	0	0	0	0	154	PAPAYA	11	167	2927
05/05/2016	22.26666667	1	88.05555556	E	11.1-13m	12.2	0	0	0	0	0	3	10	YEAST	19	19	205
05/05/2016	22.26666667	1	88.05555556	E	11.1-13m	12.4	0	0	0	0	0	0	30	YEAST	19	19	215
05/05/2016	22.26666667	1	88.05555556	E	11.1-13m	11.5	0	0	0	0	0	1	40	YEAST	19	19	220
05/05/2016	22.26666667	1	88.05555556	E	11.1-13m	12.2	0	0	0	1	0	1	70	YEAST	19	19	235
05/05/2016	22.26666667	1	88.05555556	E	11.1-13m	12.5	0	0	0	0	0	4	80	YEAST	19	19	240
05/05/2016	22.26666667	1	88.05555556	E	11.1-13m	12.7	0	0	0	0	0	0	90	YEAST	19	19	245
05/05/2016	22.26666667	1	88.05555556	E	11.1-13m	11.6	0	0	0	0	0	0	110	YEAST	19	19	255
05/05/2016	22.26666667	1	88.05555556	E	11.1-13m	11.6	0	0	0	0	0	0	120	YEAST	19	19	260
05/05/2016	22.26666667	1	88.05555556	E	11.1-13m	12.6	0	0	0	1	0	0	130	YEAST	19	19	265
05/05/2016	22.26666667	1	88.05555556	E	11.1-13m	12.9	0	0	0	0	0	0	140	YEAST	19	19	270
05/05/2016	22.26666667	1	88.05555556	E	11.1-13m	11.1	0	0	0	0	0	0	150	YEAST	19	19	275
05/05/2016	22.26666667	1	88.05555556	E	11.1-13m	12	0	0	0	0	1	0	20	YEAST	19	19	210
05/05/2016	22.26666667	1	88.05555556	E	11.1-13m	11.9	0	0	0	0	1	0	50	YEAST	19	19	225
05/05/2016	22.26666667	1	88.05555556	E	11.1-13m	13	0	0	0	0	1	0	100	YEAST	19	19	250
05/05/2016	22.26666667	1	88.05555556	E	11.1-13m	12.5	0	0	0	0	2	0	60	YEAST	19	19	230
05/05/2016	22.26666667	1	88.05555556	D	9.1-11.5m	10	0	0	0	1	0	8	21	YEAST	19	19	211
05/05/2016	22.26666667	1	88.05555556	D	9.1-11.5m	9.9	0	0	0	0	0	1	51	YEAST	19	19	226
05/05/2016	22.26666667	1	88.05555556	D	9.1-11.5m	10.5	0	0	0	0	0	4	61	YEAST	19	19	231
05/05/2016	22.26666667	1	88.05555556	D	9.1-11.5m	10.7	0	0	0	1	0	5	91	YEAST	19	19	246
05/05/2016	22.26666667	1	88.05555556	D	9.1-11.5m	9.6	0	0	0	0	0	6	111	YEAST	19	19	256
05/05/2016	22.26666667	1	88.05555556	D	9.1-11.5m	9.6	0	0	0	0	0	1	121	YEAST	19	19	261
05/05/2016	22.26666667	1	88.05555556	D	9.1-11.5m	10.6	0	0	0	0	0	14	131	YEAST	19	19	266
05/05/2016	22.26666667	1	88.05555556	D	9.1-11.5m	10.2	0	0	0	0	1	19	11	YEAST	19	19	206
05/05/2016	22.26666667	1	88.05555556	D	9.1-11.5m	10.4	0	0	0	0	1	1	31	YEAST	19	19	216
05/05/2016	22.26666667	1	88.05555556	D	9.1-11.5m	10.2	0	0	0	2	1	26	71	YEAST	19	19	236
05/05/2016	22.26666667	1	88.05555556	D	9.1-11.5m	10.5	0	0	0	0	1	5	81	YEAST	19	19	241
05/05/2016	22.26666667	1	88.05555556	D	9.1-11.5m	11.5	0	0	0	0	1	0	101	YEAST	19	19	251
05/05/2016	22.26666667	1	88.05555556	D	9.1-11.5m	9.1	0	0	0	0	1	8	151	YEAST	19	19	276
05/05/2016	22.26666667	1	88.05555556	D	9.1-11.5m	9.5	0	0	0	1	2	6	41	YEAST	19	19	221
05/05/2016	22.26666667	1	88.05555556	D	9.1-11.5m	10.9	0	0	0	0	2	8	141	YEAST	19	19	271
05/05/2016	22.26666667	1	88.05555556	C	7.1-9.5m	7.6	0	0	0	0	0	12	112	YEAST	19	19	257
05/05/2016	22.26666667	1	88.05555556	C	7.1-9.5m	7.6	0	0	0	1	1	23	122	YEAST	19	19	262
05/05/2016	22.26666667	1	88.05555556	C	7.1-9.5m	8.9	0	0	0	1	1	18	142	YEAST	19	19	272
05/05/2016	22.26666667	1	88.05555556	C	7.1-9.5m	8.2	0	0	0	1	2	7	12	YEAST	19	19	207
05/05/2016	22.26666667	1	88.05555556	C	7.1-9.5m	8.4	0	0	0	0	2	10	32	YEAST	19	19	217
05/05/2016	22.26666667	1	88.05555556	C	7.1-9.5m	7.5	0	0	0	0	3	21	42	YEAST	19	19	222
05/05/2016	22.26666667	1	88.05555556	C	7.1-9.5m	7.9	0	0	0	0	3	9	52	YEAST	19	19	227
05/05/2016	22.26666667	1	88.05555556	C	7.1-9.5m	7.1	0	0	0	0	3	23	152	YEAST	19	19	277
05/05/2016	22.26666667	1	88.05555556	C	7.1-9.5m	8	0	0	0	0	5	21	22	YEAST	19	19	212
